answerKey,question,choices
B,What happens when to ice when it is in the sun?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['carved', 'melted', 'ice cream', 'antarctica', 'sculptured'],
      dtype=object)}"
B,Where can you store your dishes in your dwelling?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['drawer', 'shelf', 'pantry', 'apartment', 'cabinet'], dtype=object)}"
B,"The man laid on the soft moss and looked up at the trees, where was the man?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['niagra falls', 'forest', 'waterfall', 'ground', 'tree'],
      dtype=object)}"
A,What is someone doing if he or she is sitting quietly and his or her eyes are moving?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['reading', 'meditate', 'fall asleep', 'bunk', 'think'],
      dtype=object)}"
B,Where can I find a stapler in many places?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['desk drawer', 'office building', 'manual', 'office supply store',
       'desktop'], dtype=object)}"
B,"A man takes a seat at a museum outside of Barcelona, where is he likely?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['in cinema', 'martorell', 'falling down', 'show', 'airplane'],
      dtype=object)}"
C,Where are you when you're about to use your plane ticket?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pocket', 'terrorists hands', 'airport', 'sea ship', 'briefcase'],
      dtype=object)}"
B,"Flowers make a good center focal point, just one of many arrangements that look good on a what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['market', 'table', 'countryside', 'anthology', 'vase'],
      dtype=object)}"
D,How can a human cross a river and not mess up their hair?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wisconsin', 'waterfall', 'hatred', 'bridge', 'valley'],
      dtype=object)}"
D,Batman bought beer.  There were no bottles available.  He had to settle for what?.,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shelf', 'soccer game', 'keg', 'can', 'refrigerator'], dtype=object)}"
E,You can find a monkey in what West African region on the Gulf of Guinea,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['south american country', 'rain forest', 'pay debts', 'works',
       'nigeria'], dtype=object)}"
B,Surprising an angry person could lead to what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['humor', 'fight', 'jocose', 'laughter', 'accidents'], dtype=object)}"
B,Where is a dining area likely to be small?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cruise ship', 'home', 'mall', 'restaurant', 'dark cave'],
      dtype=object)}"
C,Killing people should not cause what emotion?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['vengeance', 'going to prison', 'joy', 'afraid', 'terrible'],
      dtype=object)}"
C,"James slamed into someone playing football, and not for the first time.  He was concerned about the consequences of many what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['exhilaration', 'interactions', 'head injuries', 'death',
       'having fun'], dtype=object)}"
A,"More people should lower the guard and just have fun, we don't got long just what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['enjoy living', 'happy', 'enjoyable', 'get laid', 'do enjoy'],
      dtype=object)}"
C,Where can you get a lizard to keep in your home?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['desert country', 'dessert', 'pet shop', 'tropical areas', 'zoo'],
      dtype=object)}"
C,What would use a musical instrument?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['guitar', 'music room', 'orchestra', 'case', 'movie'], dtype=object)}"
B,"She was in an affair, what did that end upon discovery by her husband?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['relationship', 'marriage', 'fidelity', 'love', 'divorce'],
      dtype=object)}"
C,"If a reception is held with hotel guests walking by, what is the likely venue?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['room service', 'church basement', 'lobby', 'large room',
       'country club'], dtype=object)}"
A,"If a court case is dismissed after hearing testimony, what would be a likely cause?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['change of heart', 'anguish', 'anger', 'boredom', 'anxiety'],
      dtype=object)}"
A,Sitting down quickly after eating beans could lead to what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['flatulence', 'happiness', 'laziness', 'fall asleep', 'comfort'],
      dtype=object)}"
B,"John was my neighbor, it was easy to talk to him. He was never what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['away', 'distant', 'remote person', 'bore', 'foe'], dtype=object)}"
B,Where do people want to have a lot of coffee?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['table', 'office', 'desk', 'kitchen', 'ocean'], dtype=object)}"
E,"You stop and have food all around you, what are you?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stay alive', 'wanted to survive', 'nutrition', 'grew', 'full'],
      dtype=object)}"
A,James was meeting a friend.  They had planed a slow day. They didn't want to do much.  They just wanted what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['relaxation', 'panic', 'alarm', 'joy', 'cheer'], dtype=object)}"
D,"The car's steering seem quite loose, but he still considered purchasing it because he needed something small and what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sturdy', 'faithful', 'bound', 'compact', 'packaged'], dtype=object)}"
C,"Dan was a farmer with just one heifer.  But that was okay, he only kept her for milk, and he didn't think he'd find good farmland in a place as cold as where?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['arizona', 'farm yard', 'michigan', 'german field', 'dairy farm'],
      dtype=object)}"
B,It's Friday night and Alice puts off going to bed because she plans on doing what Saturday?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hatred', 'sleeping in', 'rest', 'making love', 'insomnia'],
      dtype=object)}"
C,"His phone was dead and they couldn't find the expressway, he opened up the glove compartment and handed his passenger the what to navigate?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eastern united states', 'michigan', 'map', 'choppers',
       'american city'], dtype=object)}"
C,What would someone use a personal key for?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['car stand', 'at hotel', 'own home', 'front door', 'bus depot'],
      dtype=object)}"
C,"The cat kept pestering it's owner, it was that time of the day and it was what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['litter tray', 'whiskers', 'hungry', 'feline', 'thirsty'],
      dtype=object)}"
C,"Her voice lent her to the alto section, what group did she join?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['symphony', 'concerto', 'choir', 'theater troupe', 'marching band'],
      dtype=object)}"
A,Where are you likely to find a Japanese restaurant not run by people from Japan?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['california', 'downtown', 'large town', 'tokio', 'china town'],
      dtype=object)}"
C,Animals who have hair and don't lay eggs are what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['reproduce asexually', 'males', 'mammals', 'attack', 'ocean'],
      dtype=object)}"
B,John was an aristocratic fox hunter.  Where might he live?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['england', 'new hampshire', 'street', 'arkansas', 'north dakota'],
      dtype=object)}"
E,Where is a grape likely to be being fed to someone else?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['field', 'bathroom', 'michigan', 'minnesota', 'painting'],
      dtype=object)}"
D,"Some food can be stored at room temperature until you open it, then you should keep it in what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shop', 'bookcase', 'shelf', 'refrigerators', 'kitchen'],
      dtype=object)}"
E,Sam couldn't get back to sleep because of a dream he had.  It was a what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['awake', 'horror', 'dreamworker', 'reality', 'nightmare'],
      dtype=object)}"
B,If you're going to a party in a new town what are you hoping to make?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['getting drunk', 'making new friends', 'new contacts',
       'doing drugs', 'set home'], dtype=object)}"
E,How is riding a bike getting it to move?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['practice', 'sense of balance', 'driving', 'good balance',
       'pedalling'], dtype=object)}"
D,Where does one usually keep literature?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['books and magazines', 'own home', 'kitchen', 'shelf', 'meeting'],
      dtype=object)}"
E,WHat type of keyboard is made up of one or more pipe divisions?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['killing', 'typewriter', 'office', 'terminal', 'organ'],
      dtype=object)}"
C,"The bell rang, and the congregation began to what in to the church?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['run away', 'wind instrument', 'funnel', 'blunderbuss',
       'associated with telephones'], dtype=object)}"
A,"James needed smooth sandpaper, but instead he got what type?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['rough', 'non smooth', 'uneven', 'plastic', 'bumpy'], dtype=object)}"
C,What must happen for an animal to and it's offspring to continue livng?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['death', 'flying', 'reproducing', 'food consumed',
       'eventually die'], dtype=object)}"
E,"I want my wine stored in darkness, where should it go?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['movies', 'bed', 'moon', 'vault', 'cellar'], dtype=object)}"
E,"If I want to open a steakhouse, what should I get first?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['michigan', 'florida', 'wine', 'texas', 'building'], dtype=object)}"
C,"Sarah didn't like to play but she didn't want to be sedentary and bored, either, so she took up what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['serious', 'longplay', 'musical', 'eat cake', 'doing nothing'],
      dtype=object)}"
D,Joe found spiders while checking something outside.  What might that be?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cupboard', 'closet', 'storage bag', 'mail box', 'garage'],
      dtype=object)}"
A,What would you do if your date does not show up?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wait for', 'bathe', 'go for haircut', 'plan revenge',
       'dress nice'], dtype=object)}"
B,What did the adult do before the job interview?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['work', 'dress himself', 'marry', 'dress herself', 'drive train'],
      dtype=object)}"
A,Most items in retail stores are what even when they are on sale?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['overpriced', 'purchase', 'expensive', 'park', 'buying'],
      dtype=object)}"
D,John farms anemone in what type of facility?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['michigan', 'swimming pool', 'atlantic ocean', 'nursery',
       'gulf of mexico'], dtype=object)}"
C,Brawn opened the curtains so that the sun could do what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dry clothes', 'warm house', 'warm room', 'shine brightly',
       'get dark'], dtype=object)}"
B,How might releasing energy that has built up feel?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['damage', 'wonderful', 'exhaustion', 'orgasm', 'lazy'],
      dtype=object)}"
B,What would you do if you have curiosity but are blind and paralyzed?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hear news', 'analyse', 'go somewhere', 'examine thing',
       'see favorite show'], dtype=object)}"
B,Where might it be hard to get furniture to?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['apartment', 'loft', 'store', 'rug', 'stairs'], dtype=object)}"
D,A great teacher can be what when you are attending school?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['detention', 'graduate', 'follower', 'inspiration', 'boredom'],
      dtype=object)}"
